game_pk,game_date,game_type,season,away_team,away_team_id,home_team,home_team_id,venue,status
661332,2022-04-09,R,2022,Boston Red Sox,111,New York Yankees,147,Yankee Stadium,Final
662765,2022-04-09,R,2022,Cleveland Guardians,114,Kansas City Royals,118,Kauffman Stadium,Final
662588,2022-04-09,R,2022,New York Mets,121,Washington Nationals,120,Nationals Park,Final
661575,2022-04-09,R,2022,Cincinnati Reds,113,Atlanta Braves,144,Truist Park,Final
662931,2022-04-09,R,2022,Los Angeles Dodgers,119,Colorado Rockies,115,Coors Field,Final
663404,2022-04-09,R,2022,San Diego Padres,135,Arizona Diamondbacks,109,Chase Field,Final
661040,2022-04-09,R,2022,Houston Astros,117,Los Angeles Angels,108,Angel Stadium,Final
661129,2022-04-10,R,2022,Oakland Athletics,133,Philadelphia Phillies,143,Citizens Bank Park,Final
661916,2022-04-10,R,2022,Baltimore Orioles,110,Tampa Bay Rays,139,Tropicana Field,Final
662887,2022-04-10,R,2022,Chicago White Sox,145,Detroit Tigers,116,Comerica Park,Final
662570,2022-04-10,R,2022,New York Mets,121,Washington Nationals,120,Nationals Park,Final
661573,2022-04-10,R,2022,Cincinnati Reds,113,Atlanta Braves,144,Truist Park,Final
661802,2022-04-10,R,2022,Texas Rangers,140,Toronto Blue Jays,141,Rogers Centre,Final
662755,2022-04-10,R,2022,Cleveland Guardians,114,Kansas City Royals,118,Kauffman Stadium,Final
661738,2022-04-10,R,2022,Seattle Mariners,136,Minnesota Twins,142,Target Field,Final
662019,2022-04-10,R,2022,Pittsburgh Pirates,134,St. Louis Cardinals,138,Busch Stadium,Final
663204,2022-04-10,R,2022,Milwaukee Brewers,158,Chicago Cubs,112,Wrigley Field,Final
662934,2022-04-10,R,2022,Los Angeles Dodgers,119,Colorado Rockies,115,Coors Field,Final
662122,2022-04-10,R,2022,Miami Marlins,146,San Francisco Giants,137,Oracle Park,Final
661039,2022-04-10,R,2022,Houston Astros,117,Los Angeles Angels,108,Angel Stadium,Final
663395,2022-04-10,R,2022,San Diego Padres,135,Arizona Diamondbacks,109,Chase Field,Final
661316,2022-04-10,R,2022,Boston Red Sox,111,New York Yankees,147,Yankee Stadium,Final
662754,2022-04-11,R,2022,Cleveland Guardians,114,Kansas City Royals,118,Kauffman Stadium,Final
663403,2022-04-11,R,2022,Milwaukee Brewers,158,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
662042,2022-04-11,R,2022,Colorado Rockies,115,Texas Rangers,140,Globe Life Field,Final
662863,2022-04-11,R,2022,Boston Red Sox,111,Detroit Tigers,116,Comerica Park,Final
661915,2022-04-11,R,2022,Oakland Athletics,133,Tampa Bay Rays,139,Tropicana Field,Final
661637,2022-04-11,R,2022,New York Mets,121,Philadelphia Phillies,143,Citizens Bank Park,Final
661315,2022-04-11,R,2022,Toronto Blue Jays,141,New York Yankees,147,Yankee Stadium,Final
661572,2022-04-11,R,2022,Washington Nationals,120,Atlanta Braves,144,Truist Park,Final
661754,2022-04-11,R,2022,Seattle Mariners,136,Minnesota Twins,142,Target Field,Final
661036,2022-04-11,R,2022,Miami Marlins,146,Los Angeles Angels,108,Angel Stadium,Final
662116,2022-04-11,R,2022,San Diego Padres,135,San Francisco Giants,137,Oracle Park,Final
662018,2022-06-14,R,2022,Pittsburgh Pirates,134,St. Louis Cardinals,138,Busch Stadium,Postponed
662862,2022-04-12,R,2022,Boston Red Sox,111,Detroit Tigers,116,Comerica Park,Final
663088,2022-04-12,R,2022,Cleveland Guardians,114,Cincinnati Reds,113,Great American Ball Park,Final
661538,2022-04-12,R,2022,Seattle Mariners,136,Chicago White Sox,145,Guaranteed Rate Field,Final
662318,2022-04-12,R,2022,Chicago Cubs,112,Pittsburgh Pirates,134,PNC Park,Final
661944,2022-04-12,R,2022,Oakland Athletics,133,Tampa Bay Rays,139,Tropicana Field,Final
661636,2022-04-12,R,2022,New York Mets,121,Philadelphia Phillies,143,Citizens Bank Park,Final
661314,2022-04-12,R,2022,Toronto Blue Jays,141,New York Yankees,147,Yankee Stadium,Final
663295,2022-04-12,R,2022,Milwaukee Brewers,158,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
661038,2022-04-12,R,2022,Miami Marlins,146,Los Angeles Angels,108,Angel Stadium,Final
661571,2022-04-12,R,2022,Washington Nationals,120,Atlanta Braves,144,Truist Park,Final
661753,2022-04-12,R,2022,Los Angeles Dodgers,119,Minnesota Twins,142,Target Field,Final
662017,2022-04-12,R,2022,Kansas City Royals,118,St. Louis Cardinals,138,Busch Stadium,Final
661995,2022-04-12,R,2022,Colorado Rockies,115,Texas Rangers,140,Globe Life Field,Final
663411,2022-04-12,R,2022,Houston Astros,117,Arizona Diamondbacks,109,Chase Field,Final
662104,2022-04-12,R,2022,San Diego Padres,135,San Francisco Giants,137,Oracle Park,Final
661570,2022-04-13,R,2022,Washington Nationals,120,Atlanta Braves,144,Truist Park,Final
663117,2022-04-13,R,2022,Cleveland Guardians,114,Cincinnati Reds,113,Great American Ball Park,Final
662317,2022-04-13,R,2022,Chicago Cubs,112,Pittsburgh Pirates,134,PNC Park,Final
661643,2022-04-13,R,2022,New York Mets,121,Philadelphia Phillies,143,Citizens Bank Park,Final
662885,2022-04-13,R,2022,Boston Red Sox,111,Detroit Tigers,116,Comerica Park,Final
661734,2022-04-13,R,2022,Los Angeles Dodgers,119,Minnesota Twins,142,Target Field,Final
663341,2022-04-13,R,2022,Houston Astros,117,Arizona Diamondbacks,109,Chase Field,Final
662115,2022-04-13,R,2022,San Diego Padres,135,San Francisco Giants,137,Oracle Park,Final
661943,2022-04-13,R,2022,Oakland Athletics,133,Tampa Bay Rays,139,Tropicana Field,Final
661313,2022-04-13,R,2022,Toronto Blue Jays,141,New York Yankees,147,Yankee Stadium,Final
663433,2022-04-13,R,2022,Milwaukee Brewers,158,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
661530,2022-04-13,R,2022,Seattle Mariners,136,Chicago White Sox,145,Guaranteed Rate Field,Final
662009,2022-05-02,R,2022,Kansas City Royals,118,St. Louis Cardinals,138,Busch Stadium,Postponed
661942,2022-04-14,R,2022,Oakland Athletics,133,Tampa Bay Rays,139,Tropicana Field,Final
661529,2022-04-14,R,2022,Seattle Mariners,136,Chicago White Sox,145,Guaranteed Rate Field,Final
661292,2022-04-14,R,2022,St. Louis Cardinals,138,Milwaukee Brewers,158,American Family Field,Final
662307,2022-04-14,R,2022,Washington Nationals,120,Pittsburgh Pirates,134,PNC Park,Final
661418,2022-04-14,R,2022,Philadelphia Phillies,143,Miami Marlins,146,loanDepot park,Final
661312,2022-04-14,R,2022,Toronto Blue Jays,141,New York Yankees,147,Yankee Stadium,Final
661993,2022-04-14,R,2022,Los Angeles Angels,108,Texas Rangers,140,Globe Life Field,Final
662702,2022-04-14,R,2022,Detroit Tigers,116,Kansas City Royals,118,Kauffman Stadium,Final
662237,2022-04-14,R,2022,Atlanta Braves,144,San Diego Padres,135,Petco Park,Final
662950,2022-04-14,R,2022,Chicago Cubs,112,Colorado Rockies,115,Coors Field,Final
662627,2022-04-14,R,2022,Cincinnati Reds,113,Los Angeles Dodgers,119,Dodger Stadium,Final
662485,2022-04-15,R,2022,Arizona Diamondbacks,109,New York Mets,121,Citi Field,Final
663265,2022-04-15,R,2022,Minnesota Twins,142,Boston Red Sox,111,Fenway Park,Final
662291,2022-04-15,R,2022,Washington Nationals,120,Pittsburgh Pirates,134,PNC Park,Final
661417,2022-04-15,R,2022,Philadelphia Phillies,143,Miami Marlins,146,loanDepot park,Final
663357,2022-04-15,R,2022,New York Yankees,147,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
661792,2022-04-15,R,2022,Oakland Athletics,133,Toronto Blue Jays,141,Rogers Centre,Final
663136,2022-04-15,R,2022,San Francisco Giants,137,Cleveland Guardians,114,Progressive Field,Final
661528,2022-04-15,R,2022,Tampa Bay Rays,139,Chicago White Sox,145,Guaranteed Rate Field,Final
662014,2022-04-15,R,2022,Los Angeles Angels,108,Texas Rangers,140,Globe Life Field,Final
662701,2022-04-15,R,2022,Detroit Tigers,116,Kansas City Royals,118,Kauffman Stadium,Final
661267,2022-04-15,R,2022,St. Louis Cardinals,138,Milwaukee Brewers,158,American Family Field,Final
662960,2022-04-15,R,2022,Chicago Cubs,112,Colorado Rockies,115,Coors Field,Final
662236,2022-04-15,R,2022,Atlanta Braves,144,San Diego Padres,135,Petco Park,Final
662192,2022-04-15,R,2022,Houston Astros,117,Seattle Mariners,136,T-Mobile Park,Final
662620,2022-04-15,R,2022,Cincinnati Reds,113,Los Angeles Dodgers,119,Dodger Stadium,Final
662626,2022-04-16,R,2022,Arizona Diamondbacks,109,New York Mets,121,Citi Field,Final
661527,2022-04-16,R,2022,Tampa Bay Rays,139,Chicago White Sox,145,Guaranteed Rate Field,Final
661759,2022-04-16,R,2022,Oakland Athletics,133,Toronto Blue Jays,141,Rogers Centre,Final
662235,2022-04-16,R,2022,Atlanta Braves,144,San Diego Padres,135,Petco Park,Final
662798,2022-04-16,R,2022,Detroit Tigers,116,Kansas City Royals,118,Kauffman Stadium,Final
663238,2022-04-16,R,2022,Minnesota Twins,142,Boston Red Sox,111,Fenway Park,Final
663076,2022-04-16,R,2022,San Francisco Giants,137,Cleveland Guardians,114,Progressive Field,Final
661416,2022-04-16,R,2022,Philadelphia Phillies,143,Miami Marlins,146,loanDepot park,Final
662290,2022-04-16,R,2022,Washington Nationals,120,Pittsburgh Pirates,134,PNC Park,Final
661981,2022-04-16,R,2022,Los Angeles Angels,108,Texas Rangers,140,Globe Life Field,Final
663266,2022-04-16,R,2022,New York Yankees,147,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
661335,2022-04-16,R,2022,St. Louis Cardinals,138,Milwaukee Brewers,158,American Family Field,Final
662966,2022-04-16,R,2022,Chicago Cubs,112,Colorado Rockies,115,Coors Field,Final
662206,2022-04-16,R,2022,Houston Astros,117,Seattle Mariners,136,T-Mobile Park,Final
662619,2022-04-16,R,2022,Cincinnati Reds,113,Los Angeles Dodgers,119,Dodger Stadium,Final
663365,2022-04-17,R,2022,New York Yankees,147,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
662294,2022-04-17,R,2022,Washington Nationals,120,Pittsburgh Pirates,134,PNC Park,Final
663308,2022-04-17,R,2022,Minnesota Twins,142,Boston Red Sox,111,Fenway Park,Final
661804,2022-04-17,R,2022,Oakland Athletics,133,Toronto Blue Jays,141,Rogers Centre,Final
662625,2022-04-17,R,2022,Arizona Diamondbacks,109,New York Mets,121,Citi Field,Final
663132,2022-04-17,R,2022,San Francisco Giants,137,Cleveland Guardians,114,Progressive Field,Final
661415,2022-04-17,R,2022,Philadelphia Phillies,143,Miami Marlins,146,loanDepot park,Final
661462,2022-04-17,R,2022,Tampa Bay Rays,139,Chicago White Sox,145,Guaranteed Rate Field,Final
661226,2022-04-17,R,2022,St. Louis Cardinals,138,Milwaukee Brewers,158,American Family Field,Final
662038,2022-04-17,R,2022,Los Angeles Angels,108,Texas Rangers,140,Globe Life Field,Final
662930,2022-04-17,R,2022,Chicago Cubs,112,Colorado Rockies,115,Coors Field,Final
662618,2022-04-17,R,2022,Cincinnati Reds,113,Los Angeles Dodgers,119,Dodger Stadium,Final
662174,2022-04-17,R,2022,Houston Astros,117,Seattle Mariners,136,T-Mobile Park,Final
662234,2022-04-17,R,2022,Atlanta Braves,144,San Diego Padres,135,Petco Park,Final
662700,2022-07-11,R,2022,Detroit Tigers,116,Kansas City Royals,118,Kauffman Stadium,Postponed
663236,2022-04-18,R,2022,Minnesota Twins,142,Boston Red Sox,111,Fenway Park,Final
663197,2022-04-18,R,2022,Tampa Bay Rays,139,Chicago Cubs,112,Wrigley Field,Final
661242,2022-04-18,R,2022,Pittsburgh Pirates,134,Milwaukee Brewers,158,American Family Field,Final
662928,2022-04-18,R,2022,Los Angeles Angels,108,Houston Astros,117,Minute Maid Park,Final
662929,2022-04-18,R,2022,Philadelphia Phillies,143,Colorado Rockies,115,Coors Field,Final
662407,2022-04-18,R,2022,Baltimore Orioles,110,Oakland Athletics,133,Oakland Coliseum,Final
662233,2022-04-18,R,2022,Cincinnati Reds,113,San Diego Padres,135,Petco Park,Final
662617,2022-04-18,R,2022,Atlanta Braves,144,Los Angeles Dodgers,119,Dodger Stadium,Final
663087,2022-07-12,R,2022,Chicago White Sox,145,Cleveland Guardians,114,Progressive Field,Postponed
662587,2022-04-19,R,2022,Arizona Diamondbacks,109,Washington Nationals,120,Nationals Park,Postponed
662616,2022-04-19,R,2022,San Francisco Giants,137,New York Mets,121,Citi Field,Postponed
662587,2022-04-19,R,2022,Arizona Diamondbacks,109,Washington Nationals,120,Nationals Park,Final
662583,2022-04-19,R,2022,Arizona Diamondbacks,109,Washington Nationals,120,Nationals Park,Final
662350,2022-04-19,R,2022,San Francisco Giants,137,New York Mets,121,Citi Field,Final
662616,2022-04-19,R,2022,San Francisco Giants,137,New York Mets,121,Citi Field,Final
661405,2022-04-19,R,2022,St. Louis Cardinals,138,Miami Marlins,146,loanDepot park,Final
662896,2022-04-19,R,2022,New York Yankees,147,Detroit Tigers,116,Comerica Park,Final
663249,2022-04-19,R,2022,Toronto Blue Jays,141,Boston Red Sox,111,Fenway Park,Final
663196,2022-04-19,R,2022,Tampa Bay Rays,139,Chicago Cubs,112,Wrigley Field,Final
661211,2022-04-19,R,2022,Pittsburgh Pirates,134,Milwaukee Brewers,158,American Family Field,Final
662927,2022-04-19,R,2022,Los Angeles Angels,108,Houston Astros,117,Minute Maid Park,Final
662753,2022-04-19,R,2022,Minnesota Twins,142,Kansas City Royals,118,Kauffman Stadium,Final
662925,2022-04-19,R,2022,Philadelphia Phillies,143,Colorado Rockies,115,Coors Field,Final
662406,2022-04-19,R,2022,Baltimore Orioles,110,Oakland Athletics,133,Oakland Coliseum,Final
662232,2022-04-19,R,2022,Cincinnati Reds,113,San Diego Padres,135,Petco Park,Final
662161,2022-04-19,R,2022,Texas Rangers,140,Seattle Mariners,136,T-Mobile Park,Final
662717,2022-04-19,R,2022,Atlanta Braves,144,Los Angeles Dodgers,119,Dodger Stadium,Final
663075,2022-04-20,R,2022,Chicago White Sox,145,Cleveland Guardians,114,Progressive Field,Postponed
661203,2022-04-20,R,2022,Pittsburgh Pirates,134,Milwaukee Brewers,158,American Family Field,Final
663094,2022-04-20,R,2022,Chicago White Sox,145,Cleveland Guardians,114,Progressive Field,Final
663075,2022-04-20,R,2022,Chicago White Sox,145,Cleveland Guardians,114,Progressive Field,Final
662924,2022-04-20,R,2022,Philadelphia Phillies,143,Colorado Rockies,115,Coors Field,Final
662734,2022-04-20,R,2022,Atlanta Braves,144,Los Angeles Dodgers,119,Dodger Stadium,Final
662231,2022-04-20,R,2022,Cincinnati Reds,113,San Diego Padres,135,Petco Park,Final
662392,2022-04-20,R,2022,Baltimore Orioles,110,Oakland Athletics,133,Oakland Coliseum,Final
663146,2022-04-20,R,2022,Tampa Bay Rays,139,Chicago Cubs,112,Wrigley Field,Completed Early
662926,2022-04-20,R,2022,Los Angeles Angels,108,Houston Astros,117,Minute Maid Park,Final
661404,2022-04-20,R,2022,St. Louis Cardinals,138,Miami Marlins,146,loanDepot park,Final
662861,2022-04-20,R,2022,New York Yankees,147,Detroit Tigers,116,Comerica Park,Final
662560,2022-04-20,R,2022,Arizona Diamondbacks,109,Washington Nationals,120,Nationals Park,Final
662349,2022-04-20,R,2022,San Francisco Giants,137,New York Mets,121,Citi Field,Final
663247,2022-04-20,R,2022,Toronto Blue Jays,141,Boston Red Sox,111,Fenway Park,Final
662703,2022-04-20,R,2022,Minnesota Twins,142,Kansas City Royals,118,Kauffman Stadium,Final
662178,2022-04-20,R,2022,Texas Rangers,140,Seattle Mariners,136,T-Mobile Park,Final
662593,2022-04-21,R,2022,San Francisco Giants,137,New York Mets,121,Citi Field,Final
663093,2022-04-21,R,2022,Chicago White Sox,145,Cleveland Guardians,114,Progressive Field,Final
662850,2022-04-21,R,2022,New York Yankees,147,Detroit Tigers,116,Comerica Park,Final
663225,2022-04-21,R,2022,Toronto Blue Jays,141,Boston Red Sox,111,Fenway Park,Final
662742,2022-04-21,R,2022,Minnesota Twins,142,Kansas City Royals,118,Kauffman Stadium,Final
662391,2022-04-21,R,2022,Baltimore Orioles,110,Oakland Athletics,133,Oakland Coliseum,Final
662558,2022-04-21,R,2022,Arizona Diamondbacks,109,Washington Nationals,120,Nationals Park,Final
661391,2022-04-21,R,2022,St. Louis Cardinals,138,Miami Marlins,146,loanDepot park,Final
663145,2022-04-21,R,2022,Pittsburgh Pirates,134,Chicago Cubs,112,Wrigley Field,Final
662177,2022-04-21,R,2022,Texas Rangers,140,Seattle Mariners,136,T-Mobile Park,Final
663169,2022-04-22,R,2022,St. Louis Cardinals,138,Cincinnati Reds,113,Great American Ball Park,Final
662557,2022-04-22,R,2022,San Francisco Giants,137,Washington Nationals,120,Nationals Park,Final
661311,2022-04-22,R,2022,Cleveland Guardians,114,New York Yankees,147,Yankee Stadium,Final
661621,2022-04-22,R,2022,Milwaukee Brewers,158,Philadelphia Phillies,143,Citizens Bank Park,Final
661914,2022-04-22,R,2022,Boston Red Sox,111,Tampa Bay Rays,139,Tropicana Field,Final
661569,2022-04-22,R,2022,Miami Marlins,146,Atlanta Braves,144,Truist Park,Final
663195,2022-04-22,R,2022,Pittsburgh Pirates,134,Chicago Cubs,112,Wrigley Field,Final
662922,2022-04-22,R,2022,Toronto Blue Jays,141,Houston Astros,117,Minute Maid Park,Final
661755,2022-04-22,R,2022,Chicago White Sox,145,Minnesota Twins,142,Target Field,Final
661037,2022-04-22,R,2022,Baltimore Orioles,110,Los Angeles Angels,108,Angel Stadium,Final
663394,2022-04-22,R,2022,New York Mets,121,Arizona Diamondbacks,109,Chase Field,Final
662230,2022-04-22,R,2022,Los Angeles Dodgers,119,San Diego Padres,135,Petco Park,Final
662175,2022-04-22,R,2022,Kansas City Royals,118,Seattle Mariners,136,T-Mobile Park,Final
662390,2022-04-22,R,2022,Texas Rangers,140,Oakland Athletics,133,Oakland Coliseum,Final
662849,2022-04-23,R,2022,Colorado Rockies,115,Detroit Tigers,116,Comerica Park,Postponed
662549,2022-04-23,R,2022,San Francisco Giants,137,Washington Nationals,120,Nationals Park,Final
661310,2022-04-23,R,2022,Cleveland Guardians,114,New York Yankees,147,Yankee Stadium,Final
662848,2022-04-23,R,2022,Colorado Rockies,115,Detroit Tigers,116,Comerica Park,Final
662849,2022-04-23,R,2022,Colorado Rockies,115,Detroit Tigers,116,Comerica Park,Final
663144,2022-04-23,R,2022,Pittsburgh Pirates,134,Chicago Cubs,112,Wrigley Field,Final
661752,2022-04-23,R,2022,Chicago White Sox,145,Minnesota Twins,142,Target Field,Final
661620,2022-04-23,R,2022,Milwaukee Brewers,158,Philadelphia Phillies,143,Citizens Bank Park,Final
662389,2022-04-23,R,2022,Texas Rangers,140,Oakland Athletics,133,Oakland Coliseum,Final
663100,2022-04-23,R,2022,St. Louis Cardinals,138,Cincinnati Reds,113,Great American Ball Park,Final
662875,2022-04-23,R,2022,Toronto Blue Jays,141,Houston Astros,117,Minute Maid Park,Final
661941,2022-04-23,R,2022,Boston Red Sox,111,Tampa Bay Rays,139,Tropicana Field,Final
661568,2022-04-23,R,2022,Miami Marlins,146,Atlanta Braves,144,Truist Park,Final
663384,2022-04-23,R,2022,New York Mets,121,Arizona Diamondbacks,109,Chase Field,Final
662276,2022-04-23,R,2022,Los Angeles Dodgers,119,San Diego Padres,135,Petco Park,Final
661035,2022-04-23,R,2022,Baltimore Orioles,110,Los Angeles Angels,108,Angel Stadium,Final
662191,2022-04-23,R,2022,Kansas City Royals,118,Seattle Mariners,136,T-Mobile Park,Final
662853,2022-04-24,R,2022,Colorado Rockies,115,Detroit Tigers,116,Comerica Park,Final
661931,2022-04-24,R,2022,Boston Red Sox,111,Tampa Bay Rays,139,Tropicana Field,Final
662539,2022-04-24,R,2022,San Francisco Giants,137,Washington Nationals,120,Nationals Park,Final
661590,2022-04-24,R,2022,Miami Marlins,146,Atlanta Braves,144,Truist Park,Final
661317,2022-04-24,R,2022,Cleveland Guardians,114,New York Yankees,147,Yankee Stadium,Final
663111,2022-04-24,R,2022,St. Louis Cardinals,138,Cincinnati Reds,113,Great American Ball Park,Final
662921,2022-04-24,R,2022,Toronto Blue Jays,141,Houston Astros,117,Minute Maid Park,Final
661781,2022-04-24,R,2022,Chicago White Sox,145,Minnesota Twins,142,Target Field,Final
663166,2022-04-24,R,2022,Pittsburgh Pirates,134,Chicago Cubs,112,Wrigley Field,Final
661033,2022-04-24,R,2022,Baltimore Orioles,110,Los Angeles Angels,108,Angel Stadium,Final
662388,2022-04-24,R,2022,Texas Rangers,140,Oakland Athletics,133,Oakland Coliseum,Final
663361,2022-04-24,R,2022,New York Mets,121,Arizona Diamondbacks,109,Chase Field,Final
662274,2022-04-24,R,2022,Los Angeles Dodgers,119,San Diego Padres,135,Petco Park,Final
662188,2022-04-24,R,2022,Kansas City Royals,118,Seattle Mariners,136,T-Mobile Park,Final
661640,2022-04-24,R,2022,Milwaukee Brewers,158,Philadelphia Phillies,143,Citizens Bank Park,Final
661210,2022-04-25,R,2022,San Francisco Giants,137,Milwaukee Brewers,158,American Family Field,Final
661639,2022-04-25,R,2022,Colorado Rockies,115,Philadelphia Phillies,143,Citizens Bank Park,Final
661760,2022-04-25,R,2022,Boston Red Sox,111,Toronto Blue Jays,141,Rogers Centre,Final
662008,2022-04-25,R,2022,New York Mets,121,St. Louis Cardinals,138,Busch Stadium,Final
661979,2022-04-25,R,2022,Houston Astros,117,Texas Rangers,140,Globe Life Field,Final
661034,2022-04-25,R,2022,Cleveland Guardians,114,Los Angeles Angels,108,Angel Stadium,Final
663382,2022-04-25,R,2022,Los Angeles Dodgers,119,Arizona Diamondbacks,109,Chase Field,Final
662297,2022-04-26,R,2022,Milwaukee Brewers,158,Pittsburgh Pirates,134,PNC Park,Final
663079,2022-04-26,R,2022,San Diego Padres,135,Cincinnati Reds,113,Great American Ball Park,Final
661929,2022-04-26,R,2022,Seattle Mariners,136,Tampa Bay Rays,139,Tropicana Field,Final
661567,2022-04-26,R,2022,Colorado Rockies,115,Philadelphia Phillies,143,Citizens Bank Park,Final
662540,2022-04-26,R,2022,Miami Marlins,146,Washington Nationals,120,Nationals Park,Final
661309,2022-04-26,R,2022,Baltimore Orioles,110,New York Yankees,147,Yankee Stadium,Final
661758,2022-04-26,R,2022,Boston Red Sox,111,Toronto Blue Jays,141,Rogers Centre,Final
661536,2022-04-26,R,2022,Kansas City Royals,118,Chicago White Sox,145,Guaranteed Rate Field,Final
661589,2022-04-26,R,2022,Chicago Cubs,112,Atlanta Braves,144,Truist Park,Final
661733,2022-04-26,R,2022,Detroit Tigers,116,Minnesota Twins,142,Target Field,Final
662007,2022-04-26,R,2022,New York Mets,121,St. Louis Cardinals,138,Busch Stadium,Final
661980,2022-04-26,R,2022,Houston Astros,117,Texas Rangers,140,Globe Life Field,Final
661032,2022-04-26,R,2022,Cleveland Guardians,114,Los Angeles Angels,108,Angel Stadium,Final
663383,2022-04-26,R,2022,Los Angeles Dodgers,119,Arizona Diamondbacks,109,Chase Field,Final
662086,2022-04-26,R,2022,Oakland Athletics,133,San Francisco Giants,137,Oracle Park,Final
662048,2022-04-27,R,2022,New York Mets,121,St. Louis Cardinals,138,Busch Stadium,Final
661533,2022-04-27,R,2022,Kansas City Royals,118,Chicago White Sox,145,Guaranteed Rate Field,Final
663393,2022-04-27,R,2022,Los Angeles Dodgers,119,Arizona Diamondbacks,109,Chase Field,Final
662289,2022-04-27,R,2022,Milwaukee Brewers,158,Pittsburgh Pirates,134,PNC Park,Final
663148,2022-04-27,R,2022,San Diego Padres,135,Cincinnati Reds,113,Great American Ball Park,Final
661909,2022-04-27,R,2022,Seattle Mariners,136,Tampa Bay Rays,139,Tropicana Field,Final
661638,2022-04-27,R,2022,Colorado Rockies,115,Philadelphia Phillies,143,Citizens Bank Park,Final
662546,2022-04-27,R,2022,Miami Marlins,146,Washington Nationals,120,Nationals Park,Final
661306,2022-04-27,R,2022,Baltimore Orioles,110,New York Yankees,147,Yankee Stadium,Final
661757,2022-04-27,R,2022,Boston Red Sox,111,Toronto Blue Jays,141,Rogers Centre,Final
661552,2022-04-27,R,2022,Chicago Cubs,112,Atlanta Braves,144,Truist Park,Final
661739,2022-04-27,R,2022,Detroit Tigers,116,Minnesota Twins,142,Target Field,Final
661964,2022-04-27,R,2022,Houston Astros,117,Texas Rangers,140,Globe Life Field,Final
663439,2022-04-27,R,2022,Cleveland Guardians,114,Los Angeles Angels,108,Angel Stadium,Final
662066,2022-04-27,R,2022,Oakland Athletics,133,San Francisco Giants,137,Oracle Park,Final
663078,2022-04-28,R,2022,San Diego Padres,135,Cincinnati Reds,113,Great American Ball Park,Final
