game_pk,game_date,game_type,season,away_team,away_team_id,home_team,home_team_id,venue,status
745464,2024-08-18,R,2024,Seattle Mariners,136,Pittsburgh Pirates,134,PNC Park,Final
745539,2024-08-18,R,2024,Washington Nationals,120,Philadelphia Phillies,143,Citizens Bank Park,Final
746676,2024-08-18,R,2024,Kansas City Royals,118,Cincinnati Reds,113,Great American Ball Park,Final
745051,2024-08-18,R,2024,Arizona Diamondbacks,109,Tampa Bay Rays,139,Tropicana Field,Final
746359,2024-08-18,R,2024,Chicago White Sox,145,Houston Astros,117,Minute Maid Park,Final
745948,2024-08-18,R,2024,Cleveland Guardians,114,Milwaukee Brewers,158,American Family Field,Final
745139,2024-08-18,R,2024,Los Angeles Dodgers,119,St. Louis Cardinals,138,Busch Stadium,Final
746838,2024-08-18,R,2024,Toronto Blue Jays,141,Chicago Cubs,112,Wrigley Field,Final
744975,2024-08-18,R,2024,Minnesota Twins,142,Texas Rangers,140,Globe Life Field,Final
746516,2024-08-18,R,2024,San Diego Padres,135,Colorado Rockies,115,Coors Field,Final
745621,2024-08-18,R,2024,San Francisco Giants,137,Oakland Athletics,133,Oakland Coliseum,Final
746186,2024-08-18,R,2024,Atlanta Braves,144,Los Angeles Angels,108,Angel Stadium,Final
746431,2024-08-18,R,2024,New York Yankees,147,Detroit Tigers,116,Journey Bank Ballpark,Final
746027,2024-08-19,R,2024,Arizona Diamondbacks,109,Miami Marlins,146,loanDepot park,Final
744898,2024-08-19,R,2024,Cincinnati Reds,113,Toronto Blue Jays,141,Rogers Centre,Final
745780,2024-08-19,R,2024,Baltimore Orioles,110,New York Mets,121,Citi Field,Final
744976,2024-08-19,R,2024,Pittsburgh Pirates,134,Texas Rangers,140,Globe Life Field,Final
746351,2024-08-19,R,2024,Boston Red Sox,111,Houston Astros,117,Minute Maid Park,Final
746270,2024-08-19,R,2024,Los Angeles Angels,108,Kansas City Royals,118,Kauffman Stadium,Final
745620,2024-08-19,R,2024,Tampa Bay Rays,139,Oakland Athletics,133,Oakland Coliseum,Final
745380,2024-08-19,R,2024,Minnesota Twins,142,San Diego Padres,135,Petco Park,Final
