game_pk,game_date,game_type,season,away_team,away_team_id,home_team,home_team_id,venue,status
718758,2023-04-01,R,2023,Milwaukee Brewers,158,Chicago Cubs,112,Wrigley Field,Final
718752,2023-04-01,R,2023,Philadelphia Phillies,143,Texas Rangers,140,Globe Life Field,Final
718753,2023-04-01,R,2023,Atlanta Braves,144,Washington Nationals,120,Nationals Park,Final
718762,2023-04-01,R,2023,San Francisco Giants,137,New York Yankees,147,Yankee Stadium,Final
718757,2023-04-01,R,2023,Los Angeles Angels,108,Oakland Athletics,133,Oakland Coliseum,Final
718761,2023-04-01,R,2023,Baltimore Orioles,110,Boston Red Sox,111,Fenway Park,Final
718756,2023-04-01,R,2023,Pittsburgh Pirates,134,Cincinnati Reds,113,Great American Ball Park,Final
718754,2023-04-01,R,2023,Detroit Tigers,116,Tampa Bay Rays,139,Tropicana Field,Final
718751,2023-04-01,R,2023,Minnesota Twins,142,Kansas City Royals,118,Kauffman Stadium,Final
718755,2023-04-01,R,2023,New York Mets,121,Miami Marlins,146,loanDepot park,Final
718750,2023-04-01,R,2023,Colorado Rockies,115,San Diego Padres,135,Petco Park,Final
718749,2023-04-01,R,2023,Arizona Diamondbacks,109,Los Angeles Dodgers,119,Dodger Stadium,Final
718746,2023-04-01,R,2023,Cleveland Guardians,114,Seattle Mariners,136,T-Mobile Park,Final
718742,2023-04-02,R,2023,Detroit Tigers,116,Tampa Bay Rays,139,Tropicana Field,Final
718748,2023-04-02,R,2023,Baltimore Orioles,110,Boston Red Sox,111,Fenway Park,Final
718743,2023-04-02,R,2023,Atlanta Braves,144,Washington Nationals,120,Nationals Park,Final
718747,2023-04-02,R,2023,San Francisco Giants,137,New York Yankees,147,Yankee Stadium,Final
718744,2023-04-02,R,2023,Pittsburgh Pirates,134,Cincinnati Reds,113,Great American Ball Park,Final
718741,2023-04-02,R,2023,New York Mets,121,Miami Marlins,146,loanDepot park,Final
718745,2023-04-02,R,2023,Minnesota Twins,142,Kansas City Royals,118,Kauffman Stadium,Final
718740,2023-04-02,R,2023,Chicago White Sox,145,Houston Astros,117,Minute Maid Park,Final
718737,2023-04-02,R,2023,Toronto Blue Jays,141,St. Louis Cardinals,138,Busch Stadium,Final
718738,2023-04-02,R,2023,Milwaukee Brewers,158,Chicago Cubs,112,Wrigley Field,Final
718734,2023-04-02,R,2023,Los Angeles Angels,108,Oakland Athletics,133,Oakland Coliseum,Final
718736,2023-04-02,R,2023,Arizona Diamondbacks,109,Los Angeles Dodgers,119,Dodger Stadium,Final
718733,2023-04-02,R,2023,Colorado Rockies,115,San Diego Padres,135,Petco Park,Final
718735,2023-04-02,R,2023,Cleveland Guardians,114,Seattle Mariners,136,T-Mobile Park,Final
718739,2023-04-02,R,2023,Philadelphia Phillies,143,Texas Rangers,140,Globe Life Field,Final
718731,2023-04-03,R,2023,New York Mets,121,Milwaukee Brewers,158,American Family Field,Final
718730,2023-04-03,R,2023,San Francisco Giants,137,Chicago White Sox,145,Guaranteed Rate Field,Final
718728,2023-04-03,R,2023,Chicago Cubs,112,Cincinnati Reds,113,Great American Ball Park,Final
718729,2023-04-03,R,2023,Minnesota Twins,142,Miami Marlins,146,loanDepot park,Final
718732,2023-04-03,R,2023,Tampa Bay Rays,139,Washington Nationals,120,Nationals Park,Final
718725,2023-04-03,R,2023,Philadelphia Phillies,143,New York Yankees,147,Yankee Stadium,Final
718724,2023-04-03,R,2023,Pittsburgh Pirates,134,Boston Red Sox,111,Fenway Park,Final
718719,2023-04-03,R,2023,Toronto Blue Jays,141,Kansas City Royals,118,Kauffman Stadium,Final
718727,2023-04-03,R,2023,Atlanta Braves,144,St. Louis Cardinals,138,Busch Stadium,Final
718726,2023-04-03,R,2023,Baltimore Orioles,110,Texas Rangers,140,Globe Life Field,Final
718723,2023-04-03,R,2023,Detroit Tigers,116,Houston Astros,117,Minute Maid Park,Final
718721,2023-04-03,R,2023,Cleveland Guardians,114,Oakland Athletics,133,Oakland Coliseum,Final
718722,2023-04-03,R,2023,Arizona Diamondbacks,109,San Diego Padres,135,Petco Park,Final
718720,2023-04-03,R,2023,Los Angeles Angels,108,Seattle Mariners,136,T-Mobile Park,Final
718718,2023-04-03,R,2023,Colorado Rockies,115,Los Angeles Dodgers,119,Dodger Stadium,Final
718717,2023-04-04,R,2023,Arizona Diamondbacks,109,San Diego Padres,135,Petco Park,Final
718716,2023-04-04,R,2023,Chicago Cubs,112,Cincinnati Reds,113,Great American Ball Park,Final
718714,2023-04-04,R,2023,Minnesota Twins,142,Miami Marlins,146,loanDepot park,Final
718715,2023-04-04,R,2023,Tampa Bay Rays,139,Washington Nationals,120,Nationals Park,Final
718710,2023-04-04,R,2023,Philadelphia Phillies,143,New York Yankees,147,Yankee Stadium,Final
718713,2023-04-04,R,2023,Pittsburgh Pirates,134,Boston Red Sox,111,Fenway Park,Final
718708,2023-04-04,R,2023,Toronto Blue Jays,141,Kansas City Royals,118,Kauffman Stadium,Final
718712,2023-04-04,R,2023,New York Mets,121,Milwaukee Brewers,158,American Family Field,Final
718711,2023-04-04,R,2023,Atlanta Braves,144,St. Louis Cardinals,138,Busch Stadium,Final
718709,2023-04-04,R,2023,Baltimore Orioles,110,Texas Rangers,140,Globe Life Field,Final
718705,2023-04-04,R,2023,Detroit Tigers,116,Houston Astros,117,Minute Maid Park,Final
718707,2023-04-04,R,2023,Cleveland Guardians,114,Oakland Athletics,133,Oakland Coliseum,Final
718706,2023-04-04,R,2023,Los Angeles Angels,108,Seattle Mariners,136,T-Mobile Park,Final
718703,2023-04-04,R,2023,Colorado Rockies,115,Los Angeles Dodgers,119,Dodger Stadium,Final
718704,2023-04-05,R,2023,Tampa Bay Rays,139,Washington Nationals,120,Nationals Park,Final
718699,2023-04-05,R,2023,Philadelphia Phillies,143,New York Yankees,147,Yankee Stadium,Final
718701,2023-04-05,R,2023,Minnesota Twins,142,Miami Marlins,146,loanDepot park,Final
718697,2023-04-05,R,2023,Atlanta Braves,144,St. Louis Cardinals,138,Busch Stadium,Final
718702,2023-04-05,R,2023,Pittsburgh Pirates,134,Boston Red Sox,111,Fenway Park,Final
718698,2023-04-05,R,2023,New York Mets,121,Milwaukee Brewers,158,American Family Field,Final
718694,2023-04-05,R,2023,Baltimore Orioles,110,Texas Rangers,140,Globe Life Field,Final
718696,2023-04-05,R,2023,Detroit Tigers,116,Houston Astros,117,Minute Maid Park,Final
718695,2023-04-05,R,2023,San Francisco Giants,137,Chicago White Sox,145,Guaranteed Rate Field,Final
718689,2023-04-05,R,2023,Cleveland Guardians,114,Oakland Athletics,133,Oakland Coliseum,Final
718691,2023-04-05,R,2023,Los Angeles Angels,108,Seattle Mariners,136,T-Mobile Park,Final
718692,2023-04-05,R,2023,Toronto Blue Jays,141,Kansas City Royals,118,Kauffman Stadium,Final
718700,2023-09-01,R,2023,Chicago Cubs,112,Cincinnati Reds,113,Great American Ball Park,Postponed
718690,2023-04-06,R,2023,Boston Red Sox,111,Detroit Tigers,116,Comerica Park,Final
718686,2023-04-06,R,2023,Toronto Blue Jays,141,Kansas City Royals,118,Kauffman Stadium,Final
718687,2023-04-06,R,2023,San Francisco Giants,137,Chicago White Sox,145,Guaranteed Rate Field,Final
718682,2023-04-06,R,2023,Washington Nationals,120,Colorado Rockies,115,Coors Field,Final
718681,2023-04-06,R,2023,San Diego Padres,135,Atlanta Braves,144,Truist Park,Final
718683,2023-04-06,R,2023,Los Angeles Dodgers,119,Arizona Diamondbacks,109,Chase Field,Final
718693,2023-04-07,R,2023,Miami Marlins,146,New York Mets,121,Citi Field,Postponed
718685,2023-04-07,R,2023,Cincinnati Reds,113,Philadelphia Phillies,143,Citizens Bank Park,Postponed
718688,2023-04-07,R,2023,New York Yankees,147,Baltimore Orioles,110,Oriole Park at Camden Yards,Postponed
718684,2023-04-07,R,2023,Houston Astros,117,Minnesota Twins,142,Target Field,Postponed
718693,2023-04-07,R,2023,Miami Marlins,146,New York Mets,121,Citi Field,Final
718675,2023-04-07,R,2023,Texas Rangers,140,Chicago Cubs,112,Wrigley Field,Final
718685,2023-04-07,R,2023,Cincinnati Reds,113,Philadelphia Phillies,143,Citizens Bank Park,Final
718688,2023-04-07,R,2023,New York Yankees,147,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
718677,2023-04-07,R,2023,Seattle Mariners,136,Cleveland Guardians,114,Progressive Field,Final
718684,2023-04-07,R,2023,Houston Astros,117,Minnesota Twins,142,Target Field,Final
718679,2023-04-07,R,2023,Chicago White Sox,145,Pittsburgh Pirates,134,PNC Park,Final
718680,2023-04-07,R,2023,Kansas City Royals,118,San Francisco Giants,137,Oracle Park,Final
718678,2023-04-07,R,2023,Oakland Athletics,133,Tampa Bay Rays,139,Tropicana Field,Final
718676,2023-04-07,R,2023,San Diego Padres,135,Atlanta Braves,144,Truist Park,Final
718674,2023-04-07,R,2023,St. Louis Cardinals,138,Milwaukee Brewers,158,American Family Field,Final
718673,2023-04-07,R,2023,Washington Nationals,120,Colorado Rockies,115,Coors Field,Final
718670,2023-04-07,R,2023,Toronto Blue Jays,141,Los Angeles Angels,108,Angel Stadium,Final
718671,2023-04-07,R,2023,Los Angeles Dodgers,119,Arizona Diamondbacks,109,Chase Field,Final
718666,2023-04-08,R,2023,Houston Astros,117,Minnesota Twins,142,Target Field,Final
718672,2023-04-08,R,2023,Kansas City Royals,118,San Francisco Giants,137,Oracle Park,Final
718669,2023-04-08,R,2023,Texas Rangers,140,Chicago Cubs,112,Wrigley Field,Final
718668,2023-04-08,R,2023,Cincinnati Reds,113,Philadelphia Phillies,143,Citizens Bank Park,Final
718667,2023-04-08,R,2023,Boston Red Sox,111,Detroit Tigers,116,Comerica Park,Final
718665,2023-04-08,R,2023,Oakland Athletics,133,Tampa Bay Rays,139,Tropicana Field,Final
718661,2023-04-08,R,2023,Miami Marlins,146,New York Mets,121,Citi Field,Final
718663,2023-04-08,R,2023,Seattle Mariners,136,Cleveland Guardians,114,Progressive Field,Final
718662,2023-04-08,R,2023,Chicago White Sox,145,Pittsburgh Pirates,134,PNC Park,Final
718664,2023-04-08,R,2023,New York Yankees,147,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
718660,2023-04-08,R,2023,St. Louis Cardinals,138,Milwaukee Brewers,158,American Family Field,Final
718659,2023-04-08,R,2023,San Diego Padres,135,Atlanta Braves,144,Truist Park,Final
718656,2023-04-08,R,2023,Los Angeles Dodgers,119,Arizona Diamondbacks,109,Chase Field,Final
718658,2023-04-08,R,2023,Washington Nationals,120,Colorado Rockies,115,Coors Field,Final
718657,2023-04-08,R,2023,Toronto Blue Jays,141,Los Angeles Angels,108,Angel Stadium,Final
718652,2023-04-09,R,2023,Cincinnati Reds,113,Philadelphia Phillies,143,Citizens Bank Park,Final
718654,2023-04-09,R,2023,Boston Red Sox,111,Detroit Tigers,116,Comerica Park,Final
718655,2023-04-09,R,2023,Oakland Athletics,133,Tampa Bay Rays,139,Tropicana Field,Final
718653,2023-04-09,R,2023,Chicago White Sox,145,Pittsburgh Pirates,134,PNC Park,Final
718651,2023-04-09,R,2023,New York Yankees,147,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
718646,2023-04-09,R,2023,Seattle Mariners,136,Cleveland Guardians,114,Progressive Field,Final
718647,2023-04-09,R,2023,Miami Marlins,146,New York Mets,121,Citi Field,Final
718649,2023-04-09,R,2023,Houston Astros,117,Minnesota Twins,142,Target Field,Final
718650,2023-04-09,R,2023,St. Louis Cardinals,138,Milwaukee Brewers,158,American Family Field,Final
718642,2023-04-09,R,2023,Texas Rangers,140,Chicago Cubs,112,Wrigley Field,Final
718645,2023-04-09,R,2023,Washington Nationals,120,Colorado Rockies,115,Coors Field,Final
718643,2023-04-09,R,2023,Kansas City Royals,118,San Francisco Giants,137,Oracle Park,Final
718644,2023-04-09,R,2023,Toronto Blue Jays,141,Los Angeles Angels,108,Angel Stadium,Final
718639,2023-04-09,R,2023,Los Angeles Dodgers,119,Arizona Diamondbacks,109,Chase Field,Final
718648,2023-04-09,R,2023,San Diego Padres,135,Atlanta Braves,144,Truist Park,Final
718640,2023-04-10,R,2023,Chicago White Sox,145,Minnesota Twins,142,Target Field,Final
718637,2023-04-10,R,2023,New York Yankees,147,Cleveland Guardians,114,Progressive Field,Final
718635,2023-04-10,R,2023,Oakland Athletics,133,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
718632,2023-04-10,R,2023,Houston Astros,117,Pittsburgh Pirates,134,PNC Park,Final
718638,2023-04-10,R,2023,Boston Red Sox,111,Tampa Bay Rays,139,Tropicana Field,Final
718633,2023-04-10,R,2023,Miami Marlins,146,Philadelphia Phillies,143,Citizens Bank Park,Final
718634,2023-04-10,R,2023,San Diego Padres,135,New York Mets,121,Citi Field,Final
718636,2023-04-10,R,2023,Cincinnati Reds,113,Atlanta Braves,144,Truist Park,Final
718628,2023-04-10,R,2023,Seattle Mariners,136,Chicago Cubs,112,Wrigley Field,Final
718630,2023-04-10,R,2023,Kansas City Royals,118,Texas Rangers,140,Globe Life Field,Final
718629,2023-04-10,R,2023,St. Louis Cardinals,138,Colorado Rockies,115,Coors Field,Final
718631,2023-04-10,R,2023,Washington Nationals,120,Los Angeles Angels,108,Angel Stadium,Final
718627,2023-04-10,R,2023,Milwaukee Brewers,158,Arizona Diamondbacks,109,Chase Field,Final
718641,2023-04-10,R,2023,Los Angeles Dodgers,119,San Francisco Giants,137,Oracle Park,Final
718626,2023-04-11,R,2023,New York Yankees,147,Cleveland Guardians,114,Progressive Field,Final
718618,2023-04-11,R,2023,Oakland Athletics,133,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
718623,2023-04-11,R,2023,Houston Astros,117,Pittsburgh Pirates,134,PNC Park,Final
718625,2023-04-11,R,2023,Boston Red Sox,111,Tampa Bay Rays,139,Tropicana Field,Final
718619,2023-04-11,R,2023,Miami Marlins,146,Philadelphia Phillies,143,Citizens Bank Park,Final
718622,2023-04-11,R,2023,Detroit Tigers,116,Toronto Blue Jays,141,Rogers Centre,Final
718621,2023-04-11,R,2023,San Diego Padres,135,New York Mets,121,Citi Field,Final
718620,2023-04-11,R,2023,Cincinnati Reds,113,Atlanta Braves,144,Truist Park,Final
718617,2023-04-11,R,2023,Seattle Mariners,136,Chicago Cubs,112,Wrigley Field,Final
718616,2023-04-11,R,2023,Chicago White Sox,145,Minnesota Twins,142,Target Field,Final
718615,2023-04-11,R,2023,Kansas City Royals,118,Texas Rangers,140,Globe Life Field,Final
718613,2023-04-11,R,2023,St. Louis Cardinals,138,Colorado Rockies,115,Coors Field,Final
718614,2023-04-11,R,2023,Washington Nationals,120,Los Angeles Angels,108,Angel Stadium,Final
718611,2023-04-11,R,2023,Milwaukee Brewers,158,Arizona Diamondbacks,109,Chase Field,Final
718624,2023-04-11,R,2023,Los Angeles Dodgers,119,San Francisco Giants,137,Oracle Park,Final
718608,2023-04-12,R,2023,Houston Astros,117,Pittsburgh Pirates,134,PNC Park,Final
718610,2023-04-12,R,2023,San Diego Padres,135,New York Mets,121,Citi Field,Final
718605,2023-04-12,R,2023,Chicago White Sox,145,Minnesota Twins,142,Target Field,Final
718604,2023-04-12,R,2023,New York Yankees,147,Cleveland Guardians,114,Progressive Field,Final
718606,2023-04-12,R,2023,Seattle Mariners,136,Chicago Cubs,112,Wrigley Field,Final
718607,2023-04-12,R,2023,St. Louis Cardinals,138,Colorado Rockies,115,Coors Field,Final
718598,2023-04-12,R,2023,Milwaukee Brewers,158,Arizona Diamondbacks,109,Chase Field,Final
718609,2023-04-12,R,2023,Miami Marlins,146,Philadelphia Phillies,143,Citizens Bank Park,Final
718602,2023-04-12,R,2023,Washington Nationals,120,Los Angeles Angels,108,Angel Stadium,Final
718599,2023-04-12,R,2023,Oakland Athletics,133,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
718600,2023-04-12,R,2023,Boston Red Sox,111,Tampa Bay Rays,139,Tropicana Field,Final
718603,2023-04-12,R,2023,Detroit Tigers,116,Toronto Blue Jays,141,Rogers Centre,Final
718601,2023-04-12,R,2023,Cincinnati Reds,113,Atlanta Braves,144,Truist Park,Final
718595,2023-04-12,R,2023,Kansas City Royals,118,Texas Rangers,140,Globe Life Field,Final
718612,2023-04-12,R,2023,Los Angeles Dodgers,119,San Francisco Giants,137,Oracle Park,Final
718596,2023-04-13,R,2023,Oakland Athletics,133,Baltimore Orioles,110,Oriole Park at Camden Yards,Final
718594,2023-04-13,R,2023,Boston Red Sox,111,Tampa Bay Rays,139,Tropicana Field,Final
718597,2023-04-13,R,2023,Philadelphia Phillies,143,Cincinnati Reds,113,Great American Ball Park,Final
718590,2023-04-13,R,2023,Minnesota Twins,142,New York Yankees,147,Yankee Stadium,Final
718593,2023-04-13,R,2023,Detroit Tigers,116,Toronto Blue Jays,141,Rogers Centre,Final
718591,2023-04-13,R,2023,Pittsburgh Pirates,134,St. Louis Cardinals,138,Busch Stadium,Final
718589,2023-04-13,R,2023,Milwaukee Brewers,158,San Diego Padres,135,Petco Park,Final
718585,2023-04-14,R,2023,San Francisco Giants,137,Detroit Tigers,116,Comerica Park,Final
718586,2023-04-14,R,2023,Philadelphia Phillies,143,Cincinnati Reds,113,Great American Ball Park,Final
718584,2023-04-14,R,2023,Arizona Diamondbacks,109,Miami Marlins,146,loanDepot park,Final
718592,2023-04-14,R,2023,Cleveland Guardians,114,Washington Nationals,120,Nationals Park,Final
718588,2023-04-14,R,2023,Minnesota Twins,142,New York Yankees,147,Yankee Stadium,Final
718587,2023-04-14,R,2023,Tampa Bay Rays,139,Toronto Blue Jays,141,Rogers Centre,Final
718580,2023-04-14,R,2023,Los Angeles Angels,108,Boston Red Sox,111,Fenway Park,Final
718583,2023-04-14,R,2023,Baltimore Orioles,110,Chicago White Sox,145,Guaranteed Rate Field,Final
718581,2023-04-14,R,2023,Texas Rangers,140,Houston Astros,117,Minute Maid Park,Final
718579,2023-04-14,R,2023,Atlanta Braves,144,Kansas City Royals,118,Kauffman Stadium,Final
718582,2023-04-14,R,2023,Pittsburgh Pirates,134,St. Louis Cardinals,138,Busch Stadium,Final
718578,2023-04-14,R,2023,New York Mets,121,Oakland Athletics,133,Oakland Coliseum,Final
718574,2023-04-14,R,2023,Milwaukee Brewers,158,San Diego Padres,135,Petco Park,Final
718575,2023-04-14,R,2023,Chicago Cubs,112,Los Angeles Dodgers,119,Dodger Stadium,Final
718577,2023-04-14,R,2023,Colorado Rockies,115,Seattle Mariners,136,T-Mobile Park,Final
718572,2023-04-15,R,2023,Minnesota Twins,142,New York Yankees,147,Yankee Stadium,Final
718571,2023-04-15,R,2023,San Francisco Giants,137,Detroit Tigers,116,Comerica Park,Final
718570,2023-04-15,R,2023,Baltimore Orioles,110,Chicago White Sox,145,Guaranteed Rate Field,Final
718568,2023-04-15,R,2023,Pittsburgh Pirates,134,St. Louis Cardinals,138,Busch Stadium,Final
718569,2023-04-15,R,2023,Tampa Bay Rays,139,Toronto Blue Jays,141,Rogers Centre,Final
718573,2023-04-15,R,2023,Cleveland Guardians,114,Washington Nationals,120,Nationals Park,Final
718560,2023-04-15,R,2023,Milwaukee Brewers,158,San Diego Padres,135,Petco Park,Final
718565,2023-04-15,R,2023,New York Mets,121,Oakland Athletics,133,Oakland Coliseum,Final
718576,2023-04-15,R,2023,Los Angeles Angels,108,Boston Red Sox,111,Fenway Park,Final
718566,2023-04-15,R,2023,Philadelphia Phillies,143,Cincinnati Reds,113,Great American Ball Park,Final
718563,2023-04-15,R,2023,Atlanta Braves,144,Kansas City Royals,118,Kauffman Stadium,Final
718567,2023-04-15,R,2023,Arizona Diamondbacks,109,Miami Marlins,146,loanDepot park,Final
718562,2023-04-15,R,2023,Texas Rangers,140,Houston Astros,117,Minute Maid Park,Final
718564,2023-04-15,R,2023,Chicago Cubs,112,Los Angeles Dodgers,119,Dodger Stadium,Final
718561,2023-04-15,R,2023,Colorado Rockies,115,Seattle Mariners,136,T-Mobile Park,Final
718559,2023-04-16,R,2023,Los Angeles Angels,108,Boston Red Sox,111,Fenway Park,Final
718555,2023-04-16,R,2023,Cleveland Guardians,114,Washington Nationals,120,Nationals Park,Final
718557,2023-04-16,R,2023,Minnesota Twins,142,New York Yankees,147,Yankee Stadium,Final
718556,2023-04-16,R,2023,Tampa Bay Rays,139,Toronto Blue Jays,141,Rogers Centre,Final
718554,2023-04-16,R,2023,Philadelphia Phillies,143,Cincinnati Reds,113,Great American Ball Park,Final
718550,2023-04-16,R,2023,Arizona Diamondbacks,109,Miami Marlins,146,loanDepot park,Final
718551,2023-04-16,R,2023,Atlanta Braves,144,Kansas City Royals,118,Kauffman Stadium,Final
718553,2023-04-16,R,2023,Baltimore Orioles,110,Chicago White Sox,145,Guaranteed Rate Field,Final
718548,2023-04-16,R,2023,Pittsburgh Pirates,134,St. Louis Cardinals,138,Busch Stadium,Final
718546,2023-04-16,R,2023,New York Mets,121,Oakland Athletics,133,Oakland Coliseum,Final
718547,2023-04-16,R,2023,Chicago Cubs,112,Los Angeles Dodgers,119,Dodger Stadium,Final
718545,2023-04-16,R,2023,Colorado Rockies,115,Seattle Mariners,136,T-Mobile Park,Final
718549,2023-04-16,R,2023,Milwaukee Brewers,158,San Diego Padres,135,Petco Park,Final
718552,2023-04-16,R,2023,Texas Rangers,140,Houston Astros,117,Minute Maid Park,Final
718558,2023-07-24,R,2023,San Francisco Giants,137,Detroit Tigers,116,Comerica Park,Postponed
718540,2023-04-17,R,2023,Los Angeles Angels,108,Boston Red Sox,111,Fenway Park,Final
718542,2023-04-17,R,2023,Tampa Bay Rays,139,Cincinnati Reds,113,Great American Ball Park,Final
718544,2023-04-17,R,2023,San Francisco Giants,137,Miami Marlins,146,loanDepot park,Final
718539,2023-04-17,R,2023,Texas Rangers,140,Kansas City Royals,118,Kauffman Stadium,Final
718538,2023-04-17,R,2023,Arizona Diamondbacks,109,St. Louis Cardinals,138,Busch Stadium,Final
718537,2023-04-17,R,2023,Toronto Blue Jays,141,Houston Astros,117,Minute Maid Park,Final
718535,2023-04-17,R,2023,Pittsburgh Pirates,134,Colorado Rockies,115,Coors Field,Final
718536,2023-04-17,R,2023,Chicago Cubs,112,Oakland Athletics,133,Oakland Coliseum,Final
718533,2023-04-17,R,2023,Atlanta Braves,144,San Diego Padres,135,Petco Park,Final
718534,2023-04-17,R,2023,Milwaukee Brewers,158,Seattle Mariners,136,T-Mobile Park,Final
718532,2023-04-17,R,2023,New York Mets,121,Los Angeles Dodgers,119,Dodger Stadium,Final
718541,2023-04-18,R,2023,Cleveland Guardians,114,Detroit Tigers,116,Comerica Park,Postponed
718543,2023-04-18,R,2023,Philadelphia Phillies,143,Chicago White Sox,145,Guaranteed Rate Field,Postponed
718530,2023-04-18,R,2023,Cleveland Guardians,114,Detroit Tigers,116,Comerica Park,Final
718541,2023-04-18,R,2023,Cleveland Guardians,114,Detroit Tigers,116,Comerica Park,Final
718525,2023-04-18,R,2023,Philadelphia Phillies,143,Chicago White Sox,145,Guaranteed Rate Field,Final
718543,2023-04-18,R,2023,Philadelphia Phillies,143,Chicago White Sox,145,Guaranteed Rate Field,Final
718526,2023-04-18,R,2023,Tampa Bay Rays,139,Cincinnati Reds,113,Great American Ball Park,Final
718528,2023-04-18,R,2023,San Francisco Giants,137,Miami Marlins,146,loanDepot park,Final
718531,2023-04-18,R,2023,Baltimore Orioles,110,Washington Nationals,120,Nationals Park,Final
718529,2023-04-18,R,2023,Los Angeles Angels,108,New York Yankees,147,Yankee Stadium,Final
718524,2023-04-18,R,2023,Minnesota Twins,142,Boston Red Sox,111,Fenway Park,Final
718522,2023-04-18,R,2023,Texas Rangers,140,Kansas City Royals,118,Kauffman Stadium,Final
718527,2023-04-18,R,2023,Arizona Diamondbacks,109,St. Louis Cardinals,138,Busch Stadium,Final
718520,2023-04-18,R,2023,Toronto Blue Jays,141,Houston Astros,117,Minute Maid Park,Final
718521,2023-04-18,R,2023,Pittsburgh Pirates,134,Colorado Rockies,115,Coors Field,Final
718523,2023-04-18,R,2023,Chicago Cubs,112,Oakland Athletics,133,Oakland Coliseum,Final
718519,2023-04-18,R,2023,Atlanta Braves,144,San Diego Padres,135,Petco Park,Final
718517,2023-04-18,R,2023,Milwaukee Brewers,158,Seattle Mariners,136,T-Mobile Park,Final
718516,2023-04-18,R,2023,New York Mets,121,Los Angeles Dodgers,119,Dodger Stadium,Final
718515,2023-04-19,R,2023,Tampa Bay Rays,139,Cincinnati Reds,113,Great American Ball Park,Final
718513,2023-04-19,R,2023,Cleveland Guardians,114,Detroit Tigers,116,Comerica Park,Final
718511,2023-04-19,R,2023,San Francisco Giants,137,Miami Marlins,146,loanDepot park,Final
718512,2023-04-19,R,2023,Arizona Diamondbacks,109,St. Louis Cardinals,138,Busch Stadium,Final
718514,2023-04-19,R,2023,Texas Rangers,140,Kansas City Royals,118,Kauffman Stadium,Final
718510,2023-04-19,R,2023,Philadelphia Phillies,143,Chicago White Sox,145,Guaranteed Rate Field,Final
718508,2023-04-19,R,2023,New York Mets,121,Los Angeles Dodgers,119,Dodger Stadium,Final
718509,2023-04-19,R,2023,Pittsburgh Pirates,134,Colorado Rockies,115,Coors Field,Final
718506,2023-04-19,R,2023,Chicago Cubs,112,Oakland Athletics,133,Oakland Coliseum,Final
718507,2023-04-19,R,2023,Atlanta Braves,144,San Diego Padres,135,Petco Park,Final
718502,2023-04-19,R,2023,Milwaukee Brewers,158,Seattle Mariners,136,T-Mobile Park,Final
718518,2023-04-19,R,2023,Baltimore Orioles,110,Washington Nationals,120,Nationals Park,Final
